start,alive,censored,median_max_ratio,n_3x,rate_3x,n_5x,rate_5x,n_10x,rate_10x,bucket
2018-01-05,417,False,1.2252528667449951,3,0.007194244604316547,1,0.002398081534772182,1,0.002398081534772182,10-50B
2018-01-05,177,False,1.2153879404067993,1,0.005649717514124294,1,0.005649717514124294,0,0.0,>50B
2019-01-04,2923,False,1.4560240507125854,287,0.09818679438932604,92,0.03147451248717072,29,0.009921313718782073,ALL
2019-01-04,93,False,1.5735785961151123,20,0.21505376344086022,8,0.08602150537634409,2,0.021505376344086023,<50M
2019-01-04,420,False,1.4118402004241943,57,0.1357142857142857,25,0.05952380952380952,11,0.02619047619047619,50-300M
2019-01-04,1003,False,1.4509761333465576,110,0.10967098703888335,36,0.03589232303090728,12,0.011964107676969093,300M-2B
2019-01-04,840,False,1.4529567956924438,66,0.07857142857142857,12,0.014285714285714285,1,0.0011904761904761906,2-10B
2019-01-04,387,False,1.4809534549713135,23,0.059431524547803614,8,0.020671834625323,2,0.00516795865633075,10-50B
2019-01-04,169,False,1.4200912714004517,11,0.0650887573964497,3,0.01775147928994083,1,0.005917159763313609,>50B
2020-01-03,3075,False,1.5373443365097046,448,0.1456910569105691,192,0.0624390243902439,58,0.01886178861788618,ALL
2020-01-03,96,False,3.0103626251220703,48,0.5,26,0.2708333333333333,6,0.0625,<50M
2020-01-03,406,False,1.7626383304595947,106,0.26108374384236455,51,0.12561576354679804,18,0.04433497536945813,50-300M
2020-01-03,1015,False,1.509047269821167,159,0.1566502463054187,69,0.06798029556650247,20,0.019704433497536946,300M-2B
2020-01-03,886,False,1.4981611967086792,78,0.08803611738148984,32,0.03611738148984198,9,0.010158013544018058,2-10B
2020-01-03,454,False,1.4865468740463257,36,0.07929515418502203,8,0.01762114537444934,3,0.006607929515418502,10-50B
2020-01-03,208,False,1.4931495189666748,21,0.10096153846153846,6,0.028846153846153848,2,0.009615384615384616,>50B
2021-01-01,3366,False,1.4922980070114136,276,0.08199643493761141,85,0.025252525252525252,17,0.005050505050505051,ALL
2021-01-01,88,False,2.0842947959899902,28,0.3181818181818182,13,0.14772727272727273,3,0.03409090909090909,<50M
2021-01-01,442,False,1.6645759344100952,71,0.16063348416289594,30,0.06787330316742081,6,0.013574660633484163,50-300M
2021-01-01,1049,False,1.5810625553131104,116,0.11058150619637751,33,0.03145853193517636,6,0.005719733079122974,300M-2B
2021-01-01,991,False,1.4209198951721191,31,0.03128153380423814,3,0.0030272452068617556,1,0.0010090817356205853,2-10B
2021-01-01,544,False,1.4100921154022217,21,0.03860294117647059,5,0.009191176470588236,1,0.001838235294117647,10-50B
2021-01-01,241,False,1.3935679197311401,9,0.03734439834024896,1,0.004149377593360996,0,0.0,>50B
2022-01-07,3858,False,1.1164391040802002,87,0.02255054432348367,26,0.00673924313115604,2,0.0005184033177812338,ALL
2022-01-07,83,False,1.188700556755066,10,0.12048192771084337,1,0.012048192771084338,1,0.012048192771084338,<50M
2022-01-07,477,False,1.1526315212249756,25,0.05241090146750524,9,0.018867924528301886,1,0.0020964360587002098,50-300M
2022-01-07,1275,False,1.1302127838134766,43,0.03372549019607843,12,0.009411764705882352,0,0.0,300M-2B
2022-01-07,1145,False,1.1134439706802368,7,0.00611353711790393,2,0.0017467248908296944,0,0.0,2-10B
2022-01-07,584,False,1.106830358505249,2,0.003424657534246575,2,0.003424657534246575,0,0.0,10-50B
2022-01-07,282,False,1.0686049461364746,0,0.0,0,0.0,0,0.0,>50B
2023-01-06,4006,False,1.4155396223068237,351,0.08761857214178732,105,0.026210683974038942,23,0.005741387918122816,ALL
2023-01-06,169,False,1.5741573572158813,30,0.17751479289940827,7,0.04142011834319527,2,0.011834319526627219,<50M
2023-01-06,661,False,1.5199999809265137,107,0.16187594553706505,36,0.05446293494704992,6,0.009077155824508321,50-300M
2023-01-06,1367,False,1.427883267402649,130,0.09509875640087784,41,0.029992684711046085,8,0.005852231163130944,300M-2B
2023-01-06,1045,False,1.4047058820724487,54,0.05167464114832536,16,0.015311004784688996,5,0.004784688995215311,2-10B
2023-01-06,502,False,1.3596543073654175,19,0.037848605577689244,4,0.00796812749003984,2,0.00398406374501992,10-50B
2023-01-06,248,False,1.3178727626800537,11,0.04435483870967742,1,0.004032258064516129,0,0.0,>50B
2024-01-05,4168,False,1.3976691961288452,418,0.10028790786948176,157,0.037667946257197694,38,0.009117082533589251,ALL
2024-01-05,242,False,1.7409796714782715,52,0.21487603305785125,16,0.06611570247933884,5,0.02066115702479339,<50M
2024-01-05,757,False,1.548698902130127,125,0.16512549537648613,53,0.07001321003963012,13,0.017173051519154558,50-300M
2024-01-05,1346,False,1.3763725757598877,138,0.1025260029717682,57,0.04234769687964339,9,0.006686478454680535,300M-2B
2024-01-05,1028,False,1.3654251098632812,66,0.06420233463035019,20,0.019455252918287938,6,0.005836575875486381,2-10B
2024-01-05,530,False,1.3489959239959717,25,0.04716981132075472,8,0.01509433962264151,4,0.007547169811320755,10-50B
2024-01-05,249,False,1.3641363382339478,12,0.04819277108433735,3,0.012048192771084338,1,0.004016064257028112,>50B
2025-01-03,4442,True,1.3371039628982544,423,0.09522737505628096,128,0.028815848716794237,24,0.005402971634398919,ALL
2025-01-03,303,True,1.5126049518585205,53,0.17491749174917492,21,0.06930693069306931,3,0.009900990099009901,<50M
2025-01-03,872,True,1.3606846332550049,99,0.11353211009174312,36,0.04128440366972477,11,0.01261467889908257,50-300M
2025-01-03,1384,True,1.3673628568649292,155,0.1119942196531792,39,0.028179190751445087,5,0.0036127167630057803,300M-2B
2025-01-03,1036,True,1.3049538135528564,76,0.07335907335907337,22,0.021235521235521235,2,0.0019305019305019305,2-10B
2025-01-03,533,True,1.304866909980774,26,0.04878048780487805,4,0.0075046904315197,2,0.00375234521575985,10-50B
2025-01-03,264,True,1.3219199180603027,12,0.045454545454545456,4,0.015151515151515152,1,0.003787878787878788,>50B
2026-01-02,4740,True,1.2438292503356934,164,0.03459915611814346,41,0.008649789029535865,9,0.0018987341772151898,ALL
2026-01-02,497,True,1.29365074634552,50,0.1006036217303823,21,0.04225352112676056,6,0.012072434607645875,<50M
2026-01-02,913,True,1.26889169216156,46,0.050383351588170866,8,0.008762322015334063,3,0.0032858707557502738,50-300M
2026-01-02,1345,True,1.2986748218536377,42,0.031226765799256505,7,0.0052044609665427505,0,0.0,300M-2B
2026-01-02,1015,True,1.2446379661560059,15,0.014778325123152709,2,0.0019704433497536944,0,0.0,2-10B
2026-01-02,557,True,1.1972788572311401,4,0.00718132854578097,2,0.003590664272890485,0,0.0,10-50B
2026-01-02,262,True,1.19974684715271,6,0.022900763358778626,0,0.0,0,0.0,>50B
