symbol,entry_date,entry_close,peak_date,peak_close,multiple,days_to_peak,shares,entry_mcap_approx,cap_bucket
ASMB,2016-05-06,58.91999816894531,2018-03-16,716.0399780273438,12.152749495582022,679,20360595.994993743,1199646278.7436666,300M-2B
ASMB,2016-06-24,65.16000366210938,2018-03-16,716.0399780273438,10.98894932143354,630,20360595.994993743,1326696509.5965219,300M-2B
ASMB,2016-07-15,69.95999908447266,2018-03-16,716.0399780273438,10.234991243535708,609,20360595.994993743,1424427277.1690798,300M-2B
ASMB,2016-07-29,67.08000183105469,2018-03-16,716.0399780273438,10.674417985717064,595,20360595.994993743,1365788816.625545,300M-2B
ASMB,2016-08-12,69.5999984741211,2018-03-16,716.0399780273438,10.287930944331617,581,20360595.994993743,1417097450.1837606,300M-2B
ASPI,2023-09-15,1.0399999618530273,2025-07-18,10.489999771118164,10.086538611431804,672,153309380.0664452,159441749.42081428,50-300M
ASPN,2020-03-13,6.170000076293945,2021-11-19,62.16999816894531,10.076174619156271,616,82988783.97887324,512040803.4811896,300M-2B
ASPN,2020-04-24,5.579999923706055,2021-11-19,62.16999816894531,11.141576885121895,574,82988783.97887324,463077408.27057093,300M-2B
ASPN,2020-05-15,5.889999866485596,2021-11-19,62.16999816894531,10.555178196640686,553,82988783.97887324,488803926.5553653,300M-2B
ASPN,2020-07-10,6.039999961853027,2021-11-19,62.16999816894531,10.293046119469182,497,82988783.97887324,501252252.0666235,300M-2B
ASPN,2020-07-24,6.210000038146973,2021-11-19,62.16999816894531,10.011271785353559,483,82988783.97887324,515360351.67457366,300M-2B
ASST,2024-08-09,18.84600067138672,2025-05-23,209.1999969482422,11.100498222196492,287,97002649.0169024,1828111988.498833,300M-2B
ASST,2024-10-11,20.799999237060547,2025-05-23,209.1999969482422,10.057692529887145,224,97002649.0169024,2017655025.544422,2-10B
ASST,2024-10-25,18.79199981689453,2025-05-23,209.1999969482422,11.13239671065586,210,97002649.0169024,1822873762.5639145,300M-2B
ASST,2025-01-31,11.600000381469727,2025-05-23,209.1999969482422,18.03448190246839,112,97002649.0169024,1125230765.5996418,300M-2B
ASTC,2025-09-12,4.949999809265137,2026-05-29,49.79999923706055,10.060606294135134,259,2107595.9568733154,10432599.584530884,<50M
ASTC,2025-10-10,4.400000095367432,2026-05-29,49.79999923706055,11.318181399471513,231,2107595.9568733154,9273422.411238601,<50M
ASTH,2020-03-20,11.119999885559082,2021-11-19,113.47000122070312,10.204136905438302,609,49604365.98718695,551600544.1007497,300M-2B
ASTS,2023-06-30,4.699999809265137,2025-06-27,49.36000061035156,10.50212821563267,728,389167493.99799937,1829087147.5627882,300M-2B
ATEC,2019-02-01,1.2999999523162842,2021-01-29,14.880000114440918,11.446154354027762,728,154451075.97208375,200786391.39890766,50-300M
ATER,2020-02-14,48.36000061035156,2021-02-19,521.4000244140625,10.781638085886536,371,17966910.23622047,868879789.9897537,300M-2B
ATER,2020-05-08,48.599998474121094,2021-02-19,521.4000244140625,10.72839590091143,287,17966910.23622047,873191810.0649856,300M-2B
ATGL,2024-03-08,4.099999904632568,2025-02-21,41.000999450683594,10.00024400106858,350,16462500.0,67496248.43001366,50-300M
ATGL,2024-05-17,3.9100000858306885,2025-02-21,41.000999450683594,10.486188887633448,280,16462500.0,64368376.41298771,50-300M
ATLC,2018-05-25,1.6299999952316284,2020-05-08,17.68000030517578,10.846625985826089,714,15170038.00153897,24727161.870172143,<50M
ATLC,2018-07-13,1.7100000381469727,2020-05-08,17.68000030517578,10.339181234366853,665,15170038.00153897,25940765.561322663,<50M
ATLC,2018-07-27,1.75,2020-05-08,17.68000030517578,10.102857317243304,651,15170038.00153897,26547566.5026932,<50M
ATLC,2018-08-10,1.7100000381469727,2020-05-08,17.68000030517578,10.339181234366853,637,15170038.00153897,25940765.561322663,<50M
ATLC,2019-04-26,3.446000099182129,2021-04-23,34.95000076293945,10.142193777427476,728,15170038.00153897,52275952.45789995,50-300M
ATLC,2019-05-24,3.690000057220459,2021-05-21,39.2599983215332,10.63956577580823,728,15170038.00153897,55977441.09371533,50-300M
ATLC,2019-11-08,6.940000057220459,2021-11-05,85.44000244140625,12.311239443364766,728,15170038.00153897,105280064.59871699,50-300M
ATLC,2020-03-20,5.489999771118164,2021-11-05,85.44000244140625,15.562842623580737,595,15170038.00153897,83283505.1563028,50-300M
ATLC,2020-07-31,8.170000076293945,2021-11-05,85.44000244140625,10.45777253898917,462,15170038.00153897,123939211.62995543,50-300M
ATOM,2019-02-08,3.5999999046325684,2021-02-05,41.27000045776367,11.46388931973482,728,39024041.99535963,140486547.461672,50-300M
ATOM,2019-08-30,4.059999942779541,2021-02-05,41.27000045776367,10.165024886554448,525,39024041.99535963,158437608.2681865,50-300M
ATOM,2020-03-13,3.1500000953674316,2021-02-05,41.27000045776367,13.10158705025364,329,39024041.99535963,122925736.00700548,50-300M
ATOS,2020-12-18,12.744000434875488,2021-06-25,129.3000030517578,10.14595092902797,189,9979298.165137611,127176180.15626588,50-300M
AVNW,2020-03-20,3.75,2021-04-09,40.63999938964844,10.837333170572917,385,12858631.01711984,48219866.3141994,<50M
AVTX,2017-04-07,1492.1300048828125,2019-03-01,17798.400390625,11.92818342395228,693,53629989.01960784,80022915777.69263,>50B
